date,ice_slide_wait,ice_bar_wait,ice_sculpture_walk_wait,polar_pavilion_wait,snow_world_wait,ferris_wheel_wait,dragon_boat_wait,avg_wait
2024-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-24,21.0,7.8,1.5,15.3,10.1,16.6,12.1,12.1
2024-12-25,33.9,12.1,3.5,20.9,12.6,17.6,16.0,16.7
2024-12-26,27.2,7.7,3.4,12.0,11.7,26.8,17.4,15.2
2024-12-27,41.3,8.4,3.5,13.1,12.0,20.8,12.7,16.0
2024-12-28,35.0,10.5,2.7,26.2,14.9,27.8,18.8,19.4
2024-12-29,43.6,13.8,3.7,32.8,20.8,29.7,17.9,23.2
2024-12-30,35.4,12.6,4.7,13.5,17.3,32.2,10.8,18.1
2024-12-31,34.0,8.2,3.7,18.2,14.0,22.0,19.7,17.1
2025-01-01,58.1,18.2,5.4,35.4,20.9,53.9,17.8,30.0
2025-01-02,34.3,10.3,2.7,39.7,27.9,54.0,20.8,27.1
2025-01-03,83.6,22.3,6.9,45.8,23.2,79.8,44.0,43.7
2025-01-04,58.9,15.4,6.2,39.9,34.9,33.0,34.1,31.8
2025-01-05,52.2,29.3,7.7,70.5,21.0,77.9,22.7,40.2
2025-01-06,34.6,9.4,5.2,20.6,14.0,37.4,27.0,21.2
2025-01-07,50.5,15.0,6.8,29.1,24.4,35.6,17.0,25.5
2025-01-08,53.8,12.4,4.3,28.6,9.9,19.4,27.2,22.2
2025-01-09,50.5,16.0,5.9,30.8,27.2,41.1,29.8,28.8
2025-01-10,64.6,25.7,9.4,37.8,39.1,53.2,43.5,39.0
2025-01-11,90.0,27.0,8.9,64.0,37.5,67.1,37.1,47.4
2025-01-12,117.8,30.7,8.1,46.1,42.8,49.3,22.0,45.3
2025-01-13,64.3,25.6,8.3,34.6,25.9,49.1,27.7,33.6
2025-01-14,87.4,23.7,9.1,51.4,37.8,50.5,53.8,44.8
2025-01-15,62.1,18.4,4.2,30.4,23.1,30.6,24.1,27.6
2025-01-16,81.4,26.9,4.5,46.1,31.2,58.1,50.1,42.6
2025-01-17,100.4,24.3,4.3,34.1,31.0,51.1,38.8,40.6
2025-01-18,70.1,20.4,9.7,41.0,21.8,67.7,21.1,36.0
2025-01-19,10.9,32.2,9.9,53.6,23.7,58.5,37.7,32.4
2025-01-20,52.3,25.5,4.2,36.6,31.8,45.5,37.1,33.3
2025-01-21,71.7,21.7,6.4,40.8,23.1,29.1,36.5,32.8
2025-01-22,100.9,26.0,6.3,26.9,32.5,35.6,23.0,35.9
2025-01-23,70.4,17.9,7.2,38.2,24.4,27.9,26.1,30.3
2025-01-24,51.5,14.0,5.6,26.0,25.2,47.2,24.1,27.7
2025-01-25,89.9,16.8,5.5,44.4,38.7,68.0,53.4,45.2
2025-01-26,107.6,35.9,8.3,45.9,51.0,65.8,72.8,55.3
2025-01-27,85.3,47.1,9.4,60.1,62.0,76.8,54.9,56.5
2025-01-28,107.1,60.7,10.7,76.6,51.8,97.5,53.3,65.4
2025-01-29,107.3,38.8,8.3,80.9,59.5,89.5,53.9,62.6
2025-01-30,28.8,39.5,9.7,60.3,24.4,88.2,34.1,40.7
2025-01-31,125.4,46.7,10.1,89.3,40.2,96.3,38.5,63.8
2025-02-01,169.0,51.2,14.1,68.2,35.5,83.4,80.5,71.7
2025-02-02,138.8,25.7,9.1,99.3,61.3,63.9,35.2,61.9
2025-02-03,102.4,20.4,10.9,110.1,29.6,79.6,75.6,61.2
2025-02-04,131.0,33.2,10.0,44.1,41.8,80.5,66.0,58.1
2025-02-05,95.1,33.5,8.0,66.9,54.7,89.6,37.3,55.0
2025-02-06,103.5,25.9,11.7,53.9,25.2,64.9,52.2,48.2
2025-02-07,127.3,32.7,9.6,50.8,43.9,64.9,69.9,57.0
2025-02-08,104.1,43.3,12.8,93.5,69.5,108.5,68.6,71.5
2025-02-09,94.3,29.3,9.4,85.4,52.9,106.9,74.9,64.7
2025-02-10,98.5,37.9,11.2,62.1,42.3,107.2,57.1,59.5
2025-02-11,124.1,30.9,13.6,52.1,56.0,95.3,52.0,60.6
2025-02-12,102.0,30.9,8.8,53.4,39.0,67.1,45.0,49.5
2025-02-13,48.8,20.2,6.7,38.8,33.9,53.5,24.7,32.4
2025-02-14,58.6,17.6,5.7,34.4,28.6,43.9,37.5,32.3
2025-02-15,86.2,20.1,6.7,52.6,19.7,37.1,38.2,37.2
2025-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01,48.2,16.1,3.5,27.7,16.1,16.5,18.2,20.9
2025-03-02,33.4,15.2,3.7,15.1,10.0,27.1,7.3,16.0
2025-03-03,28.0,10.6,2.2,22.6,17.0,16.5,14.0,15.8
2025-03-04,35.9,9.0,1.8,15.6,9.2,25.3,15.5,16.0
2025-03-05,29.0,10.2,2.0,14.4,17.7,21.9,18.2,16.2
2025-03-06,28.0,11.0,1.2,14.2,15.2,22.6,16.5,15.5
2025-03-07,25.7,7.0,1.8,10.5,12.6,20.0,11.9,12.8
2025-03-08,42.8,12.3,4.4,26.4,11.3,27.9,10.4,19.4
2025-03-09,38.6,13.4,2.3,18.8,15.2,27.2,16.3,18.8
2025-03-10,20.3,8.9,1.6,15.2,10.4,19.1,11.6,12.4
2025-03-11,18.6,8.5,3.4,22.1,19.5,29.2,9.8,15.9
2025-03-12,29.2,10.1,3.0,18.6,21.2,16.3,12.5,15.8
2025-03-13,51.2,9.6,3.7,25.7,16.5,26.1,21.0,22.0
2025-03-14,25.2,8.9,3.5,8.8,17.9,24.0,15.8,14.9
2025-03-15,21.1,7.6,3.0,24.1,7.0,29.4,15.2,15.3
2025-03-16,38.6,13.6,4.1,18.9,19.2,11.8,17.0,17.6
2025-03-17,33.1,9.1,1.6,21.3,8.9,21.5,15.5,15.9
2025-03-18,32.8,13.2,3.0,20.3,13.1,25.9,20.6,18.4
2025-03-19,29.7,10.7,3.7,21.6,10.5,24.9,14.3,16.5
2025-03-20,43.0,12.0,3.4,21.0,14.5,24.8,15.1,19.1
2025-03-21,34.0,16.3,3.8,17.5,13.7,31.5,13.9,18.7
2025-03-22,25.0,8.0,2.1,15.1,11.4,36.8,18.4,16.7
2025-03-23,40.3,8.8,4.0,14.1,16.3,46.2,24.2,22.0
2025-03-24,29.5,11.4,2.5,14.0,18.1,15.3,13.3,14.9
2025-03-25,38.2,8.5,3.9,18.4,16.8,28.0,15.6,18.5
2025-03-26,50.6,9.2,4.4,25.8,20.8,25.4,13.3,21.4
2025-03-27,50.7,9.5,2.5,17.9,10.2,25.9,13.3,18.6
2025-03-28,30.6,12.8,3.6,18.6,14.0,22.8,13.8,16.6
2025-03-29,42.2,14.8,3.8,26.2,13.6,24.7,16.2,20.2
2025-03-30,37.9,18.2,4.9,18.1,19.9,27.4,17.1,20.5
2025-03-31,23.2,14.4,2.3,20.5,11.5,30.3,15.9,16.9
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-01,39.3,12.4,4.1,22.9,16.3,24.3,11.5,18.7
2025-11-02,24.2,12.4,2.9,15.8,8.9,13.2,13.0,12.9
2025-11-03,29.7,6.5,2.5,11.6,11.5,15.2,7.9,12.1
2025-11-04,23.8,11.6,3.5,16.1,10.0,18.9,12.9,13.8
2025-11-05,23.0,8.1,2.3,12.0,6.6,14.1,13.1,11.3
2025-11-06,23.6,8.0,2.1,9.8,9.1,12.2,8.1,10.4
2025-11-07,27.0,5.8,1.6,16.4,10.1,12.9,10.7,12.1
2025-11-08,32.5,8.9,3.6,17.9,14.3,29.8,19.9,18.1
2025-11-09,32.6,13.3,2.5,23.7,15.9,28.5,16.4,19.0
2025-11-10,33.4,5.3,2.6,9.2,10.1,17.3,10.4,12.6
2025-11-11,22.9,8.5,2.6,21.3,8.3,15.5,13.1,13.2
2025-11-12,24.8,8.1,3.2,4.4,9.2,10.3,8.7,9.8
2025-11-13,36.8,8.3,2.7,12.7,11.1,8.8,13.6,13.4
2025-11-14,21.9,7.5,2.9,16.7,11.4,12.5,13.2,12.3
2025-11-15,41.7,9.1,4.2,14.8,13.7,32.0,13.1,18.4
2025-11-16,38.9,14.4,3.0,15.0,10.1,28.0,19.0,18.3
2025-11-17,36.9,8.4,3.2,15.1,8.6,23.9,17.9,16.3
2025-11-18,17.9,5.6,2.3,16.7,7.0,17.4,9.6,10.9
2025-11-19,27.8,5.9,2.6,12.8,7.4,16.5,5.7,11.2
2025-11-20,24.1,9.5,1.5,5.6,4.7,25.7,12.9,12.0
2025-11-21,19.4,8.6,1.9,13.4,9.1,13.6,11.3,11.0
2025-11-22,42.5,10.6,3.0,18.3,6.2,26.2,11.7,16.9
2025-11-23,42.2,11.1,3.5,24.1,11.4,27.4,18.2,19.7
2025-11-24,21.5,5.4,2.4,14.9,9.4,11.4,9.2,10.6
2025-11-25,23.9,8.9,1.4,11.7,8.9,16.3,7.7,11.3
2025-11-26,27.7,8.5,2.0,16.0,10.3,22.7,10.7,14.0
2025-11-27,24.7,6.0,1.9,14.6,10.4,14.9,10.6,11.9
2025-11-28,15.1,10.0,2.6,15.5,5.8,13.8,10.2,10.4
2025-11-29,17.2,12.7,4.3,28.3,10.0,23.5,20.7,16.7
2025-11-30,30.7,8.8,1.6,23.7,13.3,18.4,16.5,16.1
2025-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
