date,visitors,is_weekend,is_holiday,is_peak_season,is_operating_season,temp_high,temp_low,precipitation,wind_speed,pre_sale_tickets,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
2024-05-31,0,0,0,0,0,3.5,-5.5,1.15,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-01,0,1,0,0,0,1.6,-5.7,3.55,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-02,0,1,0,0,0,6.2,-8.4,5.63,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-03,0,0,0,0,0,8.4,-3.9,3.82,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-04,0,0,0,0,0,3.5,-3.3,1.44,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-05,0,0,0,0,0,6.9,-3.2,7.26,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-06,0,0,0,0,0,1.8,-5.2,0.17,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-07,0,0,1,0,0,3.5,-5.3,2.84,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-08,0,1,1,0,0,-0.0,-8.5,7.9,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-09,0,1,1,0,0,2.9,-1.2,4.69,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-10,0,0,1,0,0,1.4,0.1,1.56,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-11,0,0,1,0,0,4.0,-6.8,17.09,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-12,0,0,1,0,0,11.4,-8.4,4.95,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-13,0,0,1,0,0,2.9,-3.3,12.85,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-14,0,0,0,0,0,4.5,0.8,3.71,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-15,0,1,0,0,0,2.1,-3.3,2.32,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-16,0,1,0,0,0,7.3,-4.2,0.43,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17,0,0,0,0,0,7.4,-2.4,2.34,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-18,0,0,0,0,0,8.5,0.2,6.17,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-19,0,0,0,0,0,4.9,-1.8,0.8,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-20,0,0,0,0,0,-1.2,-0.5,0.33,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-21,0,0,0,0,0,8.6,-5.7,7.92,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-22,0,1,0,0,0,10.1,-3.1,2.11,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-23,0,1,0,0,0,5.4,-5.2,2.72,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-24,0,0,0,0,0,1.8,2.2,6.36,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-25,0,0,0,0,0,4.5,-4.5,8.94,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-26,0,0,0,0,0,7.4,-0.2,0.26,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-27,0,0,0,0,0,10.4,-6.4,8.42,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-28,0,0,0,0,0,4.4,-1.7,4.21,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-29,0,1,0,0,0,9.0,-2.2,7.43,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-30,0,1,0,0,0,7.2,0.8,7.05,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01,0,0,0,0,0,10.0,-0.3,1.29,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02,0,0,0,0,0,3.9,-5.4,22.88,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03,0,0,0,0,0,9.0,0.9,17.53,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-04,0,0,0,0,0,7.5,-8.5,1.06,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-05,0,0,0,0,0,6.9,1.3,10.91,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-06,0,1,0,0,0,9.2,-1.4,1.6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-07,0,1,0,0,0,9.3,0.5,0.32,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-08,0,0,0,0,0,8.0,4.3,11.89,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-09,0,0,0,0,0,1.4,-2.7,0.85,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-10,0,0,0,0,0,4.9,-4.4,12.3,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11,0,0,0,0,0,10.0,0.8,5.09,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12,0,0,0,0,0,6.1,-0.8,2.03,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13,0,1,0,0,0,3.4,-5.1,7.92,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-14,0,1,0,0,0,7.5,-3.1,9.19,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-15,0,0,0,0,0,4.6,-6.1,0.35,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-16,0,0,0,0,0,7.5,0.6,6.16,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-17,0,0,0,0,0,6.9,3.3,8.34,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-18,0,0,0,0,0,6.4,-1.9,1.94,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-19,0,0,0,0,0,8.1,-1.2,1.18,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-20,0,1,0,0,0,6.1,3.5,7.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-21,0,1,0,0,0,3.4,-3.9,1.38,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-22,0,0,0,0,0,7.5,-6.3,2.03,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-23,0,0,0,0,0,5.7,-0.9,0.47,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-24,0,0,0,0,0,8.4,-1.4,0.58,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-25,0,0,0,0,0,3.9,2.8,0.09,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-26,0,0,0,0,0,10.8,2.3,5.61,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-27,0,1,0,0,0,10.7,-4.1,17.45,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-28,0,1,0,0,0,8.5,-2.0,5.26,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-29,0,0,0,0,0,6.9,2.1,5.19,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-30,0,0,0,0,0,2.6,-2.5,18.72,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-31,0,0,0,0,0,9.1,-2.6,22.31,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01,0,0,0,0,0,6.9,-4.3,8.15,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-02,0,0,0,0,0,6.0,0.7,7.58,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-03,0,1,0,0,0,6.9,-1.8,5.59,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-04,0,1,0,0,0,5.6,0.1,1.3,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-05,0,0,0,0,0,8.7,-1.0,0.08,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-06,0,0,0,0,0,4.2,-4.2,0.38,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07,0,0,0,0,0,5.9,2.9,5.44,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-08,0,0,0,0,0,8.2,-1.7,15.7,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-09,0,0,0,0,0,7.2,-6.7,5.57,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-10,0,1,0,0,0,4.2,0.1,2.68,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-11,0,1,0,0,0,8.7,-2.3,4.46,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12,0,0,0,0,0,7.2,-7.0,8.91,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13,0,0,0,0,0,3.9,3.4,1.64,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-14,0,0,0,0,0,12.0,2.0,15.75,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-15,0,0,0,0,0,0.5,-4.7,0.13,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16,0,0,0,0,0,5.7,-9.2,14.89,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-17,0,1,0,0,0,4.4,-2.8,2.99,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-18,0,1,0,0,0,4.6,-1.3,0.41,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-19,0,0,0,0,0,2.1,-2.3,12.01,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-20,0,0,0,0,0,4.1,-1.2,2.08,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-21,0,0,0,0,0,-0.0,-3.9,4.28,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-22,0,0,0,0,0,6.2,-8.4,2.05,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-23,0,0,0,0,0,0.5,-8.0,3.91,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-24,0,1,0,0,0,5.0,-7.3,1.19,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-25,0,1,0,0,0,6.8,-3.7,10.01,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-26,0,0,0,0,0,10.3,-3.3,0.96,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-27,0,0,0,0,0,5.5,-8.3,6.46,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-28,0,0,0,0,0,6.6,-6.4,3.93,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-29,0,0,0,0,0,4.8,-6.6,2.36,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-30,0,0,0,0,0,10.6,-6.9,1.51,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-31,0,1,0,0,0,1.4,-6.6,1.43,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-01,0,1,0,0,0,-1.8,-0.1,4.15,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-02,0,0,0,0,0,5.9,-3.3,1.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-03,0,0,0,0,0,3.5,-6.8,4.01,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-04,0,0,0,0,0,-0.4,-6.3,0.65,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-05,0,0,0,0,0,-0.9,-8.5,2.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-06,0,0,0,0,0,2.4,-7.9,3.68,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-07,0,1,0,0,0,9.5,-7.9,5.12,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-08,0,1,0,0,0,4.0,-11.2,0.05,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-09,0,0,0,0,0,2.4,-2.9,9.48,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-10,0,0,0,0,0,0.4,-14.7,7.97,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-11,0,0,0,0,0,-1.6,-9.3,2.48,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-12,0,0,0,0,0,3.4,-9.7,3.92,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-13,0,0,0,0,0,3.9,-8.5,2.84,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-14,0,1,0,0,0,-2.0,-12.6,2.14,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-15,0,1,1,0,0,-2.0,-10.2,6.33,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-16,0,0,1,0,0,2.5,-6.1,0.04,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-17,0,0,1,0,0,-1.2,-13.6,7.95,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-18,0,0,1,0,0,3.6,-9.6,0.33,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-19,0,0,1,0,0,1.0,-6.3,7.82,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-20,0,0,0,0,0,-1.2,-14.4,5.32,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-21,0,1,0,0,0,-3.0,-9.1,10.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-22,0,1,0,0,0,-1.2,-10.4,6.7,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-23,0,0,0,0,0,-1.6,-8.6,4.69,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-24,0,0,0,0,0,-6.1,-12.3,5.86,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-25,0,0,0,0,0,-5.9,-14.3,1.12,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26,0,0,0,0,0,-3.4,-10.1,3.24,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27,0,0,0,0,0,-1.7,-8.3,7.24,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28,0,1,0,0,0,-6.7,-10.4,1.39,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-29,0,1,0,0,0,-7.2,-11.8,0.95,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-30,0,0,0,0,0,-1.9,-16.8,4.03,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-01,0,0,1,0,0,-2.6,-17.7,6.32,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-02,0,0,1,0,0,-0.2,-17.1,2.48,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-03,0,0,1,0,0,-4.5,-19.3,1.7,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-04,0,0,1,0,0,-5.9,-12.9,24.01,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-05,0,1,1,0,0,-3.9,-14.2,0.3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-06,0,1,1,0,0,-8.0,-12.0,6.98,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-07,0,0,1,0,0,-6.0,-16.5,6.45,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-08,0,0,0,0,0,-4.2,-21.5,4.44,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-09,0,0,0,0,0,-5.3,-12.3,3.44,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-10,0,0,0,0,0,-5.7,-13.7,3.64,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-11,0,0,0,0,0,-8.0,-16.8,5.01,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-12,0,1,0,0,0,-8.9,-21.3,3.67,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-13,0,1,0,0,0,-5.6,-23.8,3.61,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-14,0,0,0,0,0,-9.8,-18.0,4.46,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-15,0,0,0,0,0,-2.2,-13.6,4.71,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-16,0,0,0,0,0,-5.7,-22.3,0.66,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17,0,0,0,0,0,-6.9,-13.6,2.35,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18,0,0,0,0,0,-7.5,-16.1,0.71,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-19,0,1,0,0,0,-7.9,-16.7,12.33,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-20,0,1,0,0,0,-0.3,-22.5,1.94,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-21,0,0,0,0,0,-8.6,-23.3,3.27,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-22,0,0,0,0,0,-6.7,-25.3,0.2,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-23,0,0,0,0,0,-9.7,-21.8,7.8,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,0,0,0,0,0,-8.1,-19.7,0.86,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,0,0,0,0,0,-8.1,-23.4,21.2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-26,0,1,0,0,0,-10.9,-20.4,2.23,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-27,0,1,0,0,0,-12.0,-22.1,0.26,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-28,0,0,0,0,0,-13.7,-23.8,2.21,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-29,0,0,0,0,0,-12.7,-23.0,12.52,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-30,0,0,0,0,0,-13.5,-27.5,5.49,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-31,0,0,0,0,0,-13.9,-25.8,1.01,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-01,7644,0,0,0,1,-16.1,-18.9,0.22,4.2,2135,0,45,0,0,0,0,7,37,0,164,424,650,863,906,885,719,689,554,541,330,298,226,182,124
2024-11-02,9135,1,0,0,1,-10.9,-19.9,6.61,4.0,4955,56,0,0,0,34,0,0,48,25,232,483,788,987,1132,985,860,878,631,597,463,360,292,141,143
2024-11-03,11051,1,0,0,1,-16.7,-19.1,0.5,2.0,3863,0,56,0,74,81,12,0,0,106,194,525,987,1254,1364,1192,1116,929,765,771,499,393,239,281,213
2024-11-04,7626,0,0,0,1,-11.4,-19.7,0.54,1.0,2049,0,50,0,0,0,0,49,0,33,182,373,678,822,918,937,788,667,606,451,320,266,207,152,127
2024-11-05,9103,0,0,0,1,-11.1,-24.0,2.25,1.0,3803,0,0,0,0,0,32,0,15,13,135,485,867,990,1144,996,954,784,711,603,519,349,210,112,184
2024-11-06,7959,0,0,0,1,-13.6,-19.8,0.86,3.2,3520,20,53,0,13,22,0,43,55,86,184,398,670,910,869,931,800,713,642,480,367,257,225,125,96
2024-11-07,7266,0,0,0,1,-17.7,-26.0,8.38,3.8,2035,52,0,0,0,0,18,28,28,44,186,423,663,725,800,778,723,624,517,501,397,328,190,162,79
2024-11-08,7835,0,0,0,1,-16.0,-26.4,1.32,4.9,2146,28,3,0,0,0,11,0,0,0,157,466,664,863,941,925,798,691,588,542,367,282,168,191,150
2024-11-09,11320,1,0,0,1,-17.5,-24.6,1.94,5.3,3575,5,0,0,12,0,78,57,86,12,307,602,979,1149,1262,1331,1110,957,859,682,573,422,393,281,163
